,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
"Cluster 5575Rv3160c, Rv3160c, Transcriptional regulator, AcrR family_3",12.36183508084819,2.1099383542257106,12.934170629038588,,,31.85722830831015,4.935976027367504,3.7962553752447183,,12.692309328742567,25.30032267406318,,,,7.748505448765101,3.3844091055294916,13.219882836993326,,,11.822757301158859,12.150759504519462,8.770490937814671,-1.986478869528797,11.831219337781741,,26.00866105285255,20.339072253313613,,,,,,20.696602438083865,1.5144002051921994,,,13.470427974278277,-0.8541106248514942,32.27879707588653,,27.43880405276625,,,10.952346837184567,2.1280446143925724,,29.700733606081382,,13.385163890719404,,,3.1810470783646103,,33.77097490031964,4.360613392018115,8.097348173321418,20.155217388164527,15.96547417441513,,,12.77483837759005,,24.884052495249488,,17.42624101019919,26.686976492024357,5.903668215759291,,22.151150733127274,,20.94743462500393,,13.206010411776042,26.03281082011896,,9.77274722201842,,3.1704740700082596,9.445730005990796,0.819710418087465,14.354150550505826,,10.645776674307486,10.604892073054124,1.1324800933773949,,27.23822865512245,7.977748246274463,8.325902393570583,5.585862982506354,,26.354809558362422,,,13.931466278356986,23.267167680395666,13.900518990909525,-3.7966982608066964,15.063911050228821,-1.1434055076174507,44.39191037633741,12.432484550323762,,,,12.362848421218613,3.794968911330411,21.542594229639597,,20.033021389516097,,16.446862853603363,46.80809578301319,9.54535998939109,10.37654387405598,12.122920042074366,,-3.992859031437021,12.260841297221502,14.33335480145623,2.618677400943346,,14.365541264691437,,7.490414761191602,22.660749284408286,,,,13.679698236854303,19.876714659971302,26.97676544091859,9.560572445295449,11.390368552203586,14.361724442059428,,0.0,,27.90319523470668,,23.318973910138283,,,11.001784952687238,32.984394819283615,10.112072904468427,31.616817850569024,,13.720764975762552,,-0.5453874330547741,8.612712547792587,,8.129448020362938,,,15.719543495694106,16.941851508827668,,10.114444120206135,13.934440372924092,11.30766379218515,12.774077054765513,16.556653504037683,,21.43908260302027,,25.581784561602987,9.270238805044698,18.11194338380679,34.09648481205337,37.04767501201319,,10.245841413272196,,-1.5308236678292872,,8.239921090271604,,-11.168982042804931,,16.104917504541735,,,0.0,,17.073928506053498,,26.656790083583154,,16.26618372672236,26.43428025726381,,18.80222912380697,12.372156353391908,2.128228323004503,11.144282608737205,,21.831002706390198,39.295084993446345
"Cluster 9540Rv1888A, Rv1888A, O-Methyltransferase involved in polyketide biosynthesis_1",6.630696884599213,1.2669261030461887,11.607375947619412,,5.93763717133327,41.28759715187154,,7.063523820468351,7.8736750521535726,2.3049600554041865,,,16.210309102370204,0.0,19.475431709046788,,1.3972379203859808,1.2653915829186624,,17.107145601402735,26.124488575836203,5.51458889669918,1.1589755179586938,,-6.153707485960337,10.417818935813283,,17.09147629693438,3.0300709282923552,,6.931954991833312,15.30676250546518,,13.902908047464523,,9.55092876761497,8.247922260976015,17.345977038793595,,,,4.938618597812155,,17.951101276683765,11.54054843850966,0.0,,-4.498344624174495,13.80315885073665,1.8959645601575543,15.502464830173373,7.975299503815707,17.178748555106466,15.222601860163143,28.548348974639026,53.311791925621485,1.2962633369826548,,24.370531354856936,3.9349250071959663,19.016874041718477,8.366029521478497,10.32804279456469,14.307043923825347,1.4579742477052042,-7.403134938154429,6.240525627156954,1.6061494624437602,5.5460396777440435,35.837791629414816,,,8.645383542037235,19.54316905166227,7.328924085040036,,12.494139712151258,,-6.76115738231756,18.71911236330193,,3.2843311702129747,0.8123686956584266,4.035435940763987,6.769662895837844,,26.510243661006484,23.51834487747731,11.90095742255297,,23.101279717529493,15.89571385381106,-2.83678167661411,22.668769601658973,4.151808893688562,-3.1360150911041194,10.45447835815621,7.072912944811423,,0.0,45.946920900493176,,16.22398672099792,14.160588310825833,4.415975194837886,,18.307967082348636,10.57123109909141,3.886759409552762,11.748295353824949,,,37.7585115087367,-0.4888837299659603,,12.74742895262154,17.76250118357632,-1.748477066418693,11.67374354898715,21.19611731049904,,19.107071172217044,18.757528401434357,10.4273705222192,14.3451512300739,6.47293436657115,11.198325454839193,28.77097692031822,,6.187431028414219,5.100880736930473,,,14.088135399308902,14.626730925590476,4.135248944521788,18.491592866257207,1.9527998705179626,,29.01943369795433,14.281247762846764,9.514678736912591,26.874068937100404,14.65470606334565,32.53490318554991,6.780471327433683,22.827174940215333,0.0,28.600634222328242,13.833013915495515,4.010561362510668,,20.296013523217514,,10.50910967784675,4.635198652146284,7.611076607884864,15.395427088878161,,,,20.353153624569373,14.445310973650116,8.101274043449617,,2.594042327947747,26.924997359399065,17.96149043270652,,-2.1295585851351517,3.9543562193425146,18.356804086512586,22.540897751962504,6.510902668737713,11.783644206926665,,8.195228956812723,1.414403265458262,1.8234582917296323,19.650816589628278,23.449130124477872,,,7.5410169058398075,,7.59360487753009,,9.364789407198236,,4.3023035729634485,4.752917883953897,17.289109437642,16.197083840840975,8.770733985086434,,19.55967379657652,,,12.87316181816148,24.955415978309905
"Cluster 6999Rv0301, vapC2, Toxin 1, PIN domain_1",,13.558396782196748,,,13.956552096783277,,10.871584953960626,9.420468932822866,,,,,,42.07930793768066,,,,-8.339816542612967,25.085962182868695,23.935214469420615,,,,,16.965245857946847,25.726779893946116,,15.98011614170002,,,13.810705485537206,,,34.74284014584211,19.688736347818175,,,,,,13.237975442431527,,,13.71214150920989,,,,,,,43.96384279368666,19.741680811596172,14.1543869922489,,,42.975857865293214,,,17.922503396069956,24.949329087437874,,21.339166435647527,,,,,12.027427250853693,,,,2.153444891523166,13.410909112631586,27.64822874882455,28.696307567644926,11.613835391742633,16.443758620290104,13.543560986001703,40.46610481680273,23.690848064314412,33.716532089445124,1.372258874578745,15.979804429452074,32.500075343116144,21.30469646102965,16.86305944914967,,19.0929869150715,,26.214075152003577,,38.06184785221136,5.66005789906691,35.59432163403857,,,12.268370950520156,,,,13.488997409317903,0.0,35.3369443164333,,48.7423722150079,,,17.260575606156088,9.391622687559563,,37.013633387320404,,,,,15.578884767790093,,,,23.909081198921744,26.57130041142952,,,8.3585196178535,19.601650945288142,8.603916587060695,32.99240247021757,,,22.20882137388152,7.667733732720568,40.04175010000314,,,,,,,22.603794946160058,6.902504491053579,10.023172058185333,4.202136122177437,,,,,0.0,30.796308603156834,35.65242428238665,,35.53944015564506,,21.945815153539783,,,,21.969009234995188,,26.405999434463443,,,13.33741893982536,6.815360650372671,29.516625426654173,,2.941681298006642,21.556850261238832,0.0,9.521265552973862,14.660643721205002,4.1893088468197375,-2.38864595939204,9.528519965909352,,,,21.964017805008627,,,13.171853760144339,,12.60841263815965,,,15.479208963974395,,,,8.957068639658418,5.639463565783474,3.2659861964061143,,25.840956274478057,30.876331742376728,,20.084389222000627,,,,10.09727180687105,9.620786260871025
"Cluster 3774Rv3336c, trpS, Tryptophanyl-tRNA synthetase (EC 6.1.1.2)_1",38.26524328124487,,,,,,34.41810006646873,,26.69983297489092,29.291339891387043,,,,,31.268543651323977,,,,,,,,,,12.938630578205997,50.26006608759567,27.415738995816916,15.951495168630048,,33.37414385673298,18.897878143945277,,,,22.266234208550177,,,,,,,0.7786023729630498,26.291612624985298,18.925790705781164,17.684382572772318,,,,,,38.29835773703234,,,,15.44738881500606,61.15136019508977,31.87639455859596,,24.355406051369602,,,24.956101186311383,,,,,,,,16.486292749602253,,,,37.543272836202696,,,17.341828053294858,,,,,,,,,,,,,,,29.8357861053469,,,,36.03412098421738,,,30.014969305057782,,,,,22.431284401969773,,,33.49406677529564,,,,42.79445337513879,46.632825040350134,,,,32.95338015858304,,23.468355787274888,,33.835938981999846,,,,27.569226816902653,,,35.56160663554232,,,,,,24.687291891119816,,,,,,0.6359393695495124,,,,34.459634511599006,,,26.69592843862322,18.65201275758951,,31.65000524365226,,,,13.224396633942856,,,,25.35886707324127,41.75764970405031,16.509827913621958,,19.270082438063845,,29.52819835618603,,,,,30.049505423754244,19.1065774829208,,19.78065318677749,33.06511150418176,26.957213594112606,,33.80683829653537,,,,,28.146035166640452,,,20.73692432492494,,,,,,,22.21515198445269,,24.445609857649288,16.659616698470867,,33.67807865120955,28.583005610133213,,,43.21456131434214,
"Cluster 7317Rv2656c, Rv2656c, Probable phiRv1 phage protein_3",,25.403958872426983,,9.578995935519064,,38.7484698456596,,,36.90675533927396,,20.949562461158102,6.51839885600533,,15.57636724876402,,,,,29.508691375556424,,15.196946536786308,-29.233617459295147,,0.0,,12.138994212494982,,,7.106312009626653,15.511450409076966,17.19015844806937,,,,12.766583849663668,-0.6217315311288201,-1.2786071069467981,,12.880581561835047,8.574247674090516,8.491023183419408,-4.533747915038999,,,,,9.200190749289947,4.722579111930633,,0.0,15.284665030456674,6.909167047391254,7.545561339022578,-11.912503405185488,8.512932304166652,,-4.371458476612897,5.3841552463893025,23.433243834266417,,-5.8273156211564165,,,,-0.7509322007841703,,14.302441596469192,7.7176502090800785,0.0,5.544897054380832,,-20.27605247748067,33.66524043810428,30.04178886031852,5.4281977614996375,11.842693964772353,18.811855719587015,,,,,2.240372090707329,13.799066517856293,,25.753685828965715,11.131297593473839,-1.5534832622599355,7.106862798529354,,,0.7634500200812522,31.187940483894153,16.557476426262852,,0.0,,,0.0,22.25161818157624,,5.411781135571046,18.97056949184362,7.668456326235267,27.14710594760198,12.959549942755979,11.315718950338844,,,,11.06427729615627,12.365170790768978,0.0,4.118197889754228,,4.808740190369653,,,20.794627206590434,,24.069330659984026,37.68076368293638,13.568099505473525,,-4.494052197364596,6.511549564126732,24.860762264950505,,,,17.60021741845863,10.017791489141775,-3.832646070949955,-5.387693592773475,,,12.847392912954124,-4.680151795986462,-16.834886814277578,,,,,,5.285816117210523,0.0,15.381992655365403,1.8234383374872587,,2.5547702072189553,,,13.794750568713138,,,6.160517590476336,22.421160928008725,,,,,,17.345929004123192,11.442523473210127,0.0,23.650247785423243,,2.6311467017938956,3.8624060833970844,-2.671363400593651,-14.229428850589262,,18.206137131300707,-1.6623498019443852,16.436924898134674,,0.0,,13.49331553633515,29.549859483340533,,15.245955910942328,3.742822879999596,4.387628560893375,,10.797658223874755,,-5.803450627127878,25.981082395531864,13.445815527922756,,,18.055519538721224,-9.134386414028459,-9.04039702408295,-15.348527761005753,15.762498516063415,2.995037905272542,22.38050726340625,,10.954998719334602
"Cluster 6316Rv3471c, Rv3471c, Mannose-6-phosphate isomerase_3",134.0008984082335,110.37180952103641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.76334722515517,,,,107.6865826242558,,,,,,,,,,,,,,,,,,,99.55010840369053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.74557128848677,,,,,,,,,,,,,,,125.07269191873424,106.18066796031357,,,,,,,,,,,,,,,,,,,,,,,174.39564583095506,,,,,,,,,,,,,,,,,,,,,,,,,,,134.4820860782886,,,,,,,,,,,,,,115.07881586048012,,,,,,,,,,,,,,,,,,,
"Cluster 7317Rv2656c, Rv2656c, Probable phiRv1 phage protein_1",,2.25773922695682,-6.83003339774918,-1.3783760713916149,,0.7727497963845866,,,-24.92350030006442,,-4.742212132577674,0.0,,7.3092914832097975,-23.204606356604007,,,,-13.779143758124553,,8.239453082144896,-15.672532291072168,,-5.853182532174245,,,-14.976733737495472,,,-7.091341029850053,7.374859185724947,-8.800642062316431,,,-0.4779971398253673,-16.3066293416857,0.0,,7.02313236574699,-16.640756057707492,-6.565652021462397,-18.60460760508831,-24.612110253327877,,,,-16.583102311660753,-3.6239354920041977,,-3.70424933575961,-7.3485155931831,-11.831209493133892,-5.576934328534137,-6.448609860932638,-11.083763066808798,,-6.159378450742479,-14.723105895552868,,,8.13168856945565,,,,0.0,-11.700504210783215,,0.5853280186752805,0.13492299119516993,-13.115455506985235,,-41.70230937301348,9.081691333261944,0.0,-9.990432843495018,-11.476890015297744,3.626469361585009,,,,,,4.0020351005382055,-15.329678522441178,12.267379059541396,-13.38542452314303,-20.946786292242514,-7.2928151706884945,-12.461190218806193,,-10.4472232500548,,0.6465150970870568,,-4.947876989924028,,,-9.308996276780187,0.0,,-3.90966731330552,0.0,8.555549922229282,5.150416622764384,0.0,2.3719704387184355,,,,5.375887179849695,1.7529215967904506,-6.674324851795457,-20.085520832536297,,-23.120561877021743,,-24.034028177757833,,,,0.08719244487841649,-9.818431205271267,,-16.031676216503875,-10.523394148579879,-1.9164726983013805,,-16.76770187271289,,-17.01373976435501,13.250068935382272,-39.28999174559498,-11.260762970583388,,,-11.26981656874006,-33.07481609873661,-26.446552743284943,,,0.0,,-21.740458807740563,4.082713675148687,-4.966280142812612,-3.1254191075850963,-19.02627260415289,,-28.75763092125149,,,0.05837055061781182,,,-3.353689795602519,1.6746071288634878,-9.491606654312276,-27.496147536111966,,,,-11.311559546435827,-2.4335279009785884,-5.1737782391827505,-1.1766199186260653,,-5.68437328263375,-2.8449280483517523,-12.416540182844127,-11.648044885395363,,,-10.175623524905934,-6.092044911865866,,3.3588779583182813,,5.772916593424254,33.875363983959076,,-5.476427942340572,0.47335540283731814,,,8.486238485374258,,-5.367456743262038,14.641372571313312,1.6215833539867965,,,-21.979504761306288,-14.312521614476477,-19.678126474744282,-34.32240740906388,-12.15592778442907,8.114196274538283,17.457191240164363,-30.764439108795592,-15.179273976794061
"Cluster 2117Rv2680, Rv2680, Uncharacterized protein Q1 colocalized with Q_6",,,,,,,,,-14.102466856968087,,-16.322807593835478,-1.7554720045965462,,,-24.93458880964838,-10.863755001140774,,2.93065251787436,,,-19.782918456494,,,,-7.361070411698003,,,-27.95177384158264,,,,,,-25.864510853084838,,,-24.054783054142042,-20.296609820779942,,,,,-22.468589163892457,,0.0,,-21.502493245863672,,-17.849054946068208,,-4.22184316696476,,,-5.447236402159038,-4.303048162941735,,-6.404231932085257,,,,-16.0070956102678,,,-21.133782011649934,,,,,-29.15814374917872,-25.93093968619543,-11.065731245475265,-9.851064282055507,-18.007005609664414,,,,-28.07735878884604,3.0981190457647765,-7.374144600062021,-26.92770657174395,,,,,,-26.756891024188494,-23.31782760626848,,-14.602396897791639,-4.774976149690032,,-18.668263473921908,-29.051610829449587,-11.539503790777127,,,,-28.61799782223548,-19.018541191471208,,,-14.732879162794806,-23.904265293098756,,-9.441328626246468,,,,,-15.61714537403536,,,,,,,,,-13.561990643474877,,,-14.304295909987433,-14.285467525205418,,,,-16.948549352932865,,,-34.16785621173286,,,,,-3.8488032194886723,-13.851164304021058,-35.46460768929065,,,,,,-39.82365897572082,,-18.653371343733745,-0.8782875044178717,-31.148563704939637,,-19.202694934810754,,,-19.13036935385982,,-16.540790543861082,,-10.972296079209782,-2.2929122044260257,,,,-4.630023855833381,-31.31365447691472,,,,,-2.289342541464344,,-16.678311147259492,-23.81934240954442,,,,,,-4.895230243449937,-8.148013358860863,-5.223633852596262,,-10.681497062910214,-6.902669778083849,,,,-21.298633654211724,-9.921097201599451,,-1.3609316943708156,,-7.321206621745775,,,,,-7.83237921185617,-28.316360713261332,-16.166726780877227,,,-2.4160591562138034
"Cluster 7362Rv1690, lprJ, Possible lipoprotein LprJ_2",17.967955346727926,14.451239259351127,,19.518969837616453,,22.193050796576667,-0.5635777420862624,,,,15.150116692211457,19.863455518268577,,,15.600348416303769,,17.124705270227967,,,,,-1.0839869037080252,,1.8215329779496088,15.080207966134077,25.92288519700361,,-7.900606081928148,,19.4226295754798,-1.0503848715280224,,,10.389793972075624,,,4.046545779096611,,20.104179403440035,,,,,1.925012055645216,,5.5874891600151315,-7.9767438618953275,,6.935545032638307,,,17.952533521005858,,,7.73705004129493,,,,,,,17.668785440066653,,,,,,4.297249972667444,,21.06474296093151,12.850267840558928,,,22.549688848059123,,14.080900736013678,,25.428873627308615,,10.28536799687531,,,17.12567199460039,14.996935434791688,,,8.868723130496589,27.33674927345205,14.395847405270846,18.223413455070148,,17.00474458207658,15.868278617725425,,,16.24417484805035,,,16.940073758245365,,5.588646910459405,,25.759741820203388,41.01403833350437,37.04844999846933,10.316415667640179,0.19522711955912064,-3.4538405509658885,,,11.05939081615478,,,14.03054919317955,1.4826673039124572,,,,5.845638004280103,22.88122614931094,,,,,0.0,,,8.312936226039366,,,,20.848423203431697,,,,29.330042428475238,11.112601762802585,,,12.529694499059696,-2.6185476785487065,,0.0,,0.0,,,15.558791083747092,,,12.289849837263473,,,,,,,,,,2.5373499795512533,,,8.507097588828007,30.49321904786192,3.958676541229981,10.278370197923579,21.667799276016943,15.959529651964596,2.51597371233978,,18.26863116814312,,16.810896454062377,7.189735224487313,,,,,0.0,25.988687058658424,,13.050615678570452,0.0,2.284236807288659,-0.05075983883870405,5.349620463246299,,0.4346920810010084,,18.428247742992482,,0.0,7.298065930367853,,26.44176094031773,,,,28.041081063563944
"Cluster 3925Rv1647, Rv1647, Purine cyclase-related protein_1",25.012631218672368,,,14.833599127584087,1.9890641486306593,22.54058440651062,,11.823778314303006,19.099675267962976,,,,,,,,6.991583650003946,18.278996206358922,20.54611210464765,19.005702584657307,,,,,,,20.304530006024777,11.071013415059074,,,,,,,,,,1.8498652133981424,,21.427410700886625,,10.83489312998103,,,,,,,20.961748762589853,,,,17.058788210457077,12.559399312997842,,,,8.170549027350955,29.499276823154187,19.51516455997886,,,,20.749815493457845,,,13.334144598703148,,,10.493238325458979,,33.89645165753,,15.032934608548693,21.994476824117545,14.185596760306067,,,,28.198812849569507,,,,0.6984573997747034,,20.81966877956535,18.372683785025284,20.208517772547783,9.53809099640636,,,8.87116365098923,,,3.105491400107539,,,16.106553360957538,14.549794776346282,16.031178663839924,19.814221485401937,13.470266609256258,,,6.249876175992989,,,13.26513133502975,,,,3.797500198795942,,,,,,,,,5.813813407982156,,,,,,,,,,30.69322067532118,,18.53864700426791,,,,17.71396907845628,,,,,,34.13420214476691,3.622190276566264,,13.254346898501707,16.626734370822764,,4.301617521238221,,,22.999461580547788,,,,,0.0,2.938417452245262,,28.568594781696742,,,8.802284116942696,22.89951856432026,16.24791231324662,,22.691910396993947,26.600552837474808,7.422250573618674,,28.4869466119913,,,,,,,1.9772922254740364,,17.893154236328126,16.252864480813436,,3.9224476501276957,,,,,,,,,14.084090687920984,,0.851117102019082,,16.45580727001749,25.48452534581706,,,
"Cluster 3137Rv2786c, ribF, FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)_1",,,,37.85001476014087,,,,,,,,,,,26.360547302689763,,,-10.728657749220114,,,,,,,,23.71766523313302,,,,,18.82424736661065,18.17861858888506,,,,,,,,,,,5.7462585336871586,14.31002256984316,,25.09959751185034,,11.390126056958383,20.94514542786756,,,,,,0.0,21.13834345042279,,,,,,,,25.653529491556792,,,,,,,,11.64627919785513,29.38244175921726,27.22395979561166,17.945618043227302,,,13.595840121583318,,,,14.890078547442448,20.892262770653083,,0.0,,,49.05024879289662,,,,-2.5989916701217117,,11.717703972181319,9.697523801101433,30.74057738649116,-0.9479616444315615,17.4864305110491,,,16.537080281796527,,23.34791706118271,13.02197526712007,,,,,14.415772031794196,,,,,,16.94033559664839,,,24.660602897108994,20.593878587433625,6.74921810812536,,6.249308620755027,,,,29.420974692063922,,,,-8.187888766203397,20.048575311331234,,,14.308158702974545,,,28.028066813160187,,,26.578067803412615,10.976547529417697,,-9.857025730308939,,16.542658329103404,6.26678833510087,24.768745197981318,0.0,,,,,-1.4377976280213751,,,,,,,,,5.0322240128096025,13.678802641940255,21.915237738609264,,24.224836903670273,,,,9.16987148351283,16.630075281785853,17.59399350383497,6.028069867527756,,,,1.3286243674491054,,,7.209292739366163,14.936355407919606,,,,,4.344907929963473,,0.3541739399333439,17.246525558554183,,14.46058057262196,,15.120540027930623,17.024705114736314,,,29.707802719029146,12.562726670011566,,
"Cluster 2698Rv3565, aspB, Valine--pyruvate aminotransferase (EC 2.6.1.66)_5",,,,,,,15.045145895519408,,32.83845204453178,,,,15.42249706239053,,,28.584077116376378,,13.57211075954957,,,,,,,,9.529131807059725,,,,,,,23.819629859188105,,,,,16.57515365926135,,,0.0,,9.751368217018634,7.446289657940715,,,,,,,,,,12.968719571620545,,20.265203834349148,9.921484528939681,14.482412980470714,,18.2859802534822,,,,28.803662512770707,23.674097025516833,,,,,,5.869532351642038,39.239032843591005,,20.59269599948544,49.413071137790006,,,,,,,4.281091526042448,,,,,0.0,,,,,33.30488880206706,,,,,,7.5567644814852635,,,,,,,,,,,16.394735595144674,,,27.248338240878326,,25.90482347640576,11.341517790193423,,4.652793483261662,,27.971430012800564,,,12.435779170194296,,8.439350561664895,16.104638791931485,,,,15.76508720808862,,,29.754919481359,,-1.6967231991659328,,,,19.563350122203563,,12.579031821155816,,,,19.810338121485568,24.24923277440782,,,30.44723898051492,7.743262136866965,,17.11871753447451,19.900540768536985,27.67778706008175,,,6.822504092284426,,,6.132202037103369,,,,,27.249921839790986,,,26.466168517678856,26.47907373962175,,26.19854012809355,14.101729208382695,,39.99158663977455,,,,10.469278823193637,,,,,,,,,9.905224779280948,,13.795349876260387,14.794005970240233,,,,,,,,,11.405180635111593,,0.0
"Cluster 3373Rv1184c, Rv1184c, FIG01386146: Possible exported protein, Rv1184c_5",-24.1137495904484,-2.3995953192762807,,,,-57.725751964179516,,,,,-81.75406005999199,,,,,,-23.339735983989893,,-31.20466518223391,,-54.97544664379174,,,,,,,,,-41.672623511836285,,,,-27.695179244523683,,,,,,,,,,,,,,,,,-55.908682922474384,,,,,,,,,,,,,,,,,,-41.706289166787485,,,,,-25.999068198566686,,-17.055895073790527,,,,,,,,,,,-14.422234875801326,,,,,-44.724384975879595,,,,,,,,-40.45799274331206,-18.524854928120597,,,,-27.32469676019681,,-33.87827808452076,,,,,,0.0,,,-16.902230935067706,,-42.52782553594414,,,-48.343633149532735,,,,,-21.98656501157365,,,,,-49.55695698044157,,,,,-38.99428810200888,,,,,,,,,,,,,,,,,,,,-21.154463298552976,,,,,-14.6711045538662,,,,,-47.58346502491518,,,,,,,,,,,,,,,-12.084125482680847,,,,,,,,,,,,,,,,,,,
"Cluster 2438Rv3432c, gadB, Glutamate decarboxylase (EC 4.1.1.15)_1",,,,,12.292028665562217,,15.681785525307271,,27.68465211944993,,16.878565718322516,,13.596525814529599,,,36.201703074227986,,2.638493393274328,,4.7795989152634695,,,,,,,,,,,,,,,20.65719793127335,,6.2801630306944,,,,,,,0.7377098281013754,,,,21.439183812298758,,27.12722903111725,,1.5330403360945346,,,25.689757014754868,,,14.137370247873257,,,,,,,,33.549205455498395,,,,,,,,,,,23.92887833740365,31.669362583878627,,,18.304048002700625,,,,26.460448761506505,,,,,,,,,,,,15.186583342515684,,0.0,,,,,,40.83290818422369,,,,11.654560915525277,,33.84615568706685,,16.863331485890726,,,,,,,,26.341607754601135,17.66431438417787,,,,,,13.859915598838162,28.369564461989413,,,,,44.85719691585028,,,,,15.432677402341373,,17.22178291104591,31.967926114283166,,,,,,,,,,,10.604393181269716,,7.765958451973033,,,,0.0,37.52769241474025,,13.627017212866734,39.26660484720933,,44.693541803429554,,27.820676396841222,16.755880120030714,,,,,,,,0.0,,,,,21.411957930022982,,,,,,,,,,,,,14.320968772486324,,24.105072854105135,,21.4466839932461,,3.347397803108246
"Cluster 4070Rv2151c, ftsQ, Cell division protein FtsQ_2",17.515261778589487,,,24.17425445448978,,20.288743444327373,13.659807653323611,,43.18936671121513,,31.09994614867609,,,,,,,,4.278142036736823,,10.863953949886515,,,,,,19.737788400171286,,27.033172354231464,39.5143346290036,,,7.157109928598246,,,,,-0.22944321953213365,27.775259592275823,,,,1.496720687260504,-8.362819670565015,,,,,11.51914204245579,,,,,-4.335608540796506,,,,7.760041252422251,13.636850479494628,-5.026194082301052,,,13.516852102744828,,,,,,,,,11.715651180565235,,,21.540934012442936,35.79200108036528,,,,,7.84431144254699,,,5.325274252685453,,11.366805132390844,11.52618901973639,,,30.286467450176755,,23.759887598629554,20.506898704219296,0.042222239097546854,6.769082645105854,10.059211699730842,0.0,,12.093521699330854,,2.9823541953929302,25.397586900813213,30.232138422653374,,,0.0,,,-9.916240423560078,,,7.076959844086438,23.306500359607785,,15.878809117334617,11.813556100649231,3.635326652954898,,,8.514472683742612,,7.798056186859284,1.9347003435954757,9.930683452596982,4.0553751149694435,12.074842063922905,,20.241898778131585,,,,9.972843147400177,0.0,,,,,,,9.53959018596095,0.0,,,,19.768647640441657,,0.0,,,,,-8.80936601310171,,13.483603774036288,,,,,,9.35930349472276,21.579594360395184,,,4.4156988853716275,,,,,,,,,,,,-1.040471952934042,-1.0662129634898463,13.302463164934053,,-1.6662661371279543,,11.831548311319406,,,0.0,,,,,13.204693593686235,,,,,0.0,,34.794248395567344,,,
"Cluster 4980Rv1591, Rv1591, Putative transmembrane protein_3",,,,,,,,,,,,,,,-16.421723445388473,,-20.162043514067612,,,,,,,,,,,,,-13.439659723549369,,,-15.63436680641412,,,,-20.243520460723623,,,,,-2.453937439923723,,,-2.217229642796817,,,,-31.479608604740292,-18.214268983514224,,,-28.391635861333434,,,-5.81814079415347,,,-11.126965505975562,,,,,,,-33.936299691148335,,,-26.4389524959376,,,,,-29.852444021238426,,,-6.858499503406499,-18.878793159367376,,-26.46812776625029,,,-25.47358348265852,-44.62943588119603,,,,,,,-8.72101336908585,,,-26.732711839574407,,,,,,,-38.187405167972415,,,-21.745464241587328,,,,,,-28.64451161912555,,,,,,,,,,,,-0.9063714432896943,,,,-20.056864873753806,,-20.866376477270585,-21.615689217849233,,,,,-22.387942028902717,-7.446560974190125,,,,,,,,,,,-11.062854632974524,,-1.4219964412076662,,,,,,,,-11.268506472283569,,-32.849917176575204,,,,4.517055576585462,,,,,,,,-25.539111733672033,-18.011439316347186,-39.4323316717663,,,,,,,,,,-23.02305907587702,,,,,,,,,-17.94123162149236,,-42.72343021731803,,,,,,,-25.55100111142561
"Cluster 1047Rv1923, lipD, Esterase A_2",,,,-38.81061258697049,,,,,,,,,-26.472518675277655,-41.23375432845085,,,,,,,,,,,,,,,,,,,,,,,,-38.62596014364102,,,,,,,,-40.17263232147818,,,-17.440992055626943,,,,,,,,-7.219422367264538,,,,,-22.57671052669466,,,,-43.573822600567134,,,,,,,,,,,,,-22.66768911517619,,-24.566206577376676,,,,-16.50317486689793,,,,,,,,,,,2.118900860034489,,,-67.04146693381627,,,,,,,,,,,,,,,,-12.31341602310332,,,,-42.988784541979875,,,,,,,,,,,,,,,,,,,,,,,-20.147089079082065,,,,-19.7827068936565,,,,,,,-28.038309397273682,,,,,-35.5443203741843,,-33.87555179629705,,,,,-28.70417523442763,,,,,,-11.269158149186413,-12.779899612550643,-39.03426259050716,,,,-19.900182208160967,,,,,,,-34.18626538546039,,-31.546355290461165,,-27.257627524866034,,-5.56096833575605,,,,,,-32.76715375095895,,,,-16.4266313194586
